楼栋,房号,套内面积,建筑面积,所在层,规划用途,备案总价(元),户型,销售状态
春月金沙府2幢12号802,802,87.53 ㎡,109.22 ㎡,8,住宅,4091792,3室2厅1厨2卫,未网签
春月金沙府2幢12号902,902,87.53 ㎡,109.22 ㎡,9,住宅,4110425,3室2厅1厨2卫,未网签
春月金沙府3幢15号1001,1001,92.82 ㎡,122.47 ㎡,10,住宅,4309183,3室2厅1厨2卫,未网签
春月金沙府3幢15号1002,1002,84.40 ㎡,111.36 ㎡,10,住宅,4119650,3室2厅1厨2卫,未网签
春月金沙府3幢15号1003,1003,84.40 ㎡,111.36 ㎡,10,住宅,4119650,3室2厅1厨2卫,未网签
春月金沙府3幢15号1004,1004,92.82 ㎡,122.47 ㎡,10,住宅,4213074,3室2厅1厨2卫,未网签
春月金沙府3幢15号1101,1101,92.82 ㎡,122.47 ㎡,11,住宅,4330077,3室2厅1厨2卫,未网签
春月金沙府3幢15号1102,1102,84.40 ㎡,111.36 ㎡,11,住宅,4138648,3室2厅1厨2卫,未网签
春月金沙府3幢15号1103,1103,84.40 ㎡,111.36 ㎡,11,住宅,4138648,3室2厅1厨2卫,未网签
春月金沙府3幢15号1104,1104,92.82 ㎡,122.47 ㎡,11,住宅,4233967,3室2厅1厨2卫,未网签
春月金沙府3幢15号1201,1201,92.82 ㎡,122.47 ㎡,12,住宅,4350970,3室2厅1厨2卫,未网签
春月金沙府3幢15号1202,1202,84.40 ㎡,111.36 ㎡,12,住宅,4157646,3室2厅1厨2卫,未网签
春月金沙府3幢15号1203,1203,84.40 ㎡,111.36 ㎡,12,住宅,4157646,3室2厅1厨2卫,未网签
春月金沙府3幢15号1204,1204,92.82 ㎡,122.47 ㎡,12,住宅,4254861,3室2厅1厨2卫,未网签
春月金沙府3幢15号1301,1301,92.82 ㎡,122.47 ㎡,13,住宅,4371863,3室2厅1厨2卫,未网签
春月金沙府3幢15号1302,1302,84.40 ㎡,111.36 ㎡,13,住宅,4176644,3室2厅1厨2卫,未网签
春月金沙府3幢15号1303,1303,84.40 ㎡,111.36 ㎡,13,住宅,4176644,3室2厅1厨2卫,未网签
春月金沙府3幢15号1304,1304,92.82 ㎡,122.47 ㎡,13,住宅,4275754,3室2厅1厨2卫,未网签
春月金沙府3幢15号1401,1401,92.82 ㎡,122.47 ㎡,14,住宅,4371863,3室2厅1厨2卫,未网签
春月金沙府3幢15号1402,1402,84.40 ㎡,111.36 ㎡,14,住宅,4176644,3室2厅1厨2卫,未网签
春月金沙府3幢15号1403,1403,84.40 ㎡,111.36 ㎡,14,住宅,4176644,3室2厅1厨2卫,未网签
春月金沙府3幢15号1404,1404,92.82 ㎡,122.47 ㎡,14,住宅,4275754,3室2厅1厨2卫,未网签
春月金沙府3幢15号1501,1501,92.82 ㎡,122.47 ㎡,15,住宅,4380221,3室2厅1厨2卫,未网签
春月金沙府3幢15号1502,1502,84.40 ㎡,111.36 ㎡,15,住宅,4184243,3室2厅1厨2卫,未网签
春月金沙府3幢15号1503,1503,84.40 ㎡,111.36 ㎡,15,住宅,4184243,3室2厅1厨2卫,未网签
春月金沙府3幢15号1504,1504,92.82 ㎡,122.47 ㎡,15,住宅,4284111,3室2厅1厨2卫,未网签
春月金沙府3幢15号1601,1601,92.82 ㎡,122.47 ㎡,16,住宅,4388578,3室2厅1厨2卫,未网签
春月金沙府3幢15号1602,1602,84.40 ㎡,111.36 ㎡,16,住宅,4191842,3室2厅1厨2卫,未网签
春月金沙府3幢15号1603,1603,84.40 ㎡,111.36 ㎡,16,住宅,4191842,3室2厅1厨2卫,未网签
春月金沙府3幢15号1604,1604,92.82 ㎡,122.47 ㎡,16,住宅,4292469,3室2厅1厨2卫,未网签
春月金沙府3幢15号1701,1701,92.82 ㎡,122.47 ㎡,17,住宅,4396936,3室2厅1厨2卫,未网签
春月金沙府3幢15号1702,1702,84.40 ㎡,111.36 ㎡,17,住宅,4199442,3室2厅1厨2卫,未网签
春月金沙府3幢15号1703,1703,84.40 ㎡,111.36 ㎡,17,住宅,4199442,3室2厅1厨2卫,未网签
春月金沙府3幢15号1704,1704,92.82 ㎡,122.47 ㎡,17,住宅,4300826,3室2厅1厨2卫,未网签
春月金沙府3幢15号1801,1801,92.82 ㎡,122.47 ㎡,18,住宅,4225610,3室2厅1厨2卫,未网签
春月金沙府3幢15号1802,1802,84.40 ㎡,111.36 ㎡,18,住宅,4043658,3室2厅1厨2卫,未网签
春月金沙府3幢15号1803,1803,84.40 ㎡,111.36 ㎡,18,住宅,4043658,3室2厅1厨2卫,未网签
春月金沙府3幢15号1804,1804,92.82 ㎡,122.47 ㎡,18,住宅,4129500,3室2厅1厨2卫,未网签
春月金沙府3幢15号201,201,92.82 ㎡,122.47 ㎡,2,住宅,3815264,3室2厅1厨2卫,未网签
春月金沙府3幢15号202,202,84.40 ㎡,111.36 ㎡,2,住宅,3670537,3室2厅1厨2卫,未网签
春月金沙府3幢15号203,203,84.40 ㎡,111.36 ㎡,2,住宅,3670537,3室2厅1厨2卫,未网签
春月金沙府3幢15号204,204,92.82 ㎡,122.47 ㎡,2,住宅,3928088,3室2厅1厨2卫,未网签
春月金沙府3幢15号301,301,92.82 ㎡,122.47 ㎡,3,住宅,4060552,3室2厅1厨2卫,未网签
春月金沙府3幢15号302,302,84.40 ㎡,111.36 ㎡,3,住宅,3893574,3室2厅1厨2卫,未网签
春月金沙府3幢15号303,303,84.40 ㎡,111.36 ㎡,3,住宅,3893574,3室2厅1厨2卫,未网签
春月金沙府3幢15号304,304,92.82 ㎡,122.47 ㎡,3,住宅,4173376,3室2厅1厨2卫,未网签
春月金沙府3幢15号401,401,92.82 ㎡,122.47 ㎡,4,住宅,4183823,3室2厅1厨2卫,未网签
春月金沙府3幢15号402,402,84.40 ㎡,111.36 ㎡,4,住宅,4005662,3室2厅1厨2卫,未网签
春月金沙府3幢15号403,403,84.40 ㎡,111.36 ㎡,4,住宅,4005662,3室2厅1厨2卫,未网签
春月金沙府3幢15号404,404,92.82 ㎡,122.47 ㎡,4,住宅,4087713,3室2厅1厨2卫,未网签
春月金沙府3幢15号501,501,92.82 ㎡,122.47 ㎡,5,住宅,4204716,3室2厅1厨2卫,未网签
春月金沙府3幢15号502,502,84.40 ㎡,111.36 ㎡,5,住宅,4024660,3室2厅1厨2卫,未网签
春月金沙府3幢15号503,503,84.40 ㎡,111.36 ㎡,5,住宅,4024660,3室2厅1厨2卫,未网签
春月金沙府3幢15号504,504,92.82 ㎡,122.47 ㎡,5,住宅,4108607,3室2厅1厨2卫,未网签
春月金沙府3幢15号601,601,92.82 ㎡,122.47 ㎡,6,住宅,4225610,3室2厅1厨2卫,未网签
春月金沙府3幢15号602,602,84.40 ㎡,111.36 ㎡,6,住宅,4043658,3室2厅1厨2卫,未网签
春月金沙府3幢15号603,603,84.40 ㎡,111.36 ㎡,6,住宅,4043658,3室2厅1厨2卫,未网签
春月金沙府3幢15号604,604,92.82 ㎡,122.47 ㎡,6,住宅,4129500,3室2厅1厨2卫,未网签
春月金沙府3幢15号701,701,92.82 ㎡,122.47 ㎡,7,住宅,4246503,3室2厅1厨2卫,未网签
春月金沙府3幢15号702,702,84.40 ㎡,111.36 ㎡,7,住宅,4062656,3室2厅1厨2卫,未网签
春月金沙府3幢15号703,703,84.40 ㎡,111.36 ㎡,7,住宅,4062656,3室2厅1厨2卫,未网签
春月金沙府3幢15号704,704,92.82 ㎡,122.47 ㎡,7,住宅,4150394,3室2厅1厨2卫,未网签
春月金沙府3幢15号801,801,92.82 ㎡,122.47 ㎡,8,住宅,4267397,3室2厅1厨2卫,未网签
春月金沙府3幢15号802,802,84.40 ㎡,111.36 ㎡,8,住宅,4081654,3室2厅1厨2卫,未网签
春月金沙府3幢15号803,803,84.40 ㎡,111.36 ㎡,8,住宅,4081654,3室2厅1厨2卫,未网签
春月金沙府3幢15号804,804,92.82 ㎡,122.47 ㎡,8,住宅,4171287,3室2厅1厨2卫,未网签
春月金沙府3幢15号901,901,92.82 ㎡,122.47 ㎡,9,住宅,4288290,3室2厅1厨2卫,未网签
春月金沙府3幢15号902,902,84.40 ㎡,111.36 ㎡,9,住宅,4100652,3室2厅1厨2卫,未网签
春月金沙府3幢15号903,903,84.40 ㎡,111.36 ㎡,9,住宅,4100652,3室2厅1厨2卫,未网签
春月金沙府3幢15号904,904,92.82 ㎡,122.47 ㎡,9,住宅,4192180,3室2厅1厨2卫,未网签
春月金沙府4幢18号1001,1001,94.56 ㎡,124.31 ㎡,10,住宅,4330528,3室2厅1厨2卫,未网签
春月金沙府4幢18号1002,1002,83.79 ㎡,110.15 ㎡,10,住宅,4036434,3室2厅1厨2卫,未网签
春月金沙府4幢18号1003,1003,83.79 ㎡,110.15 ㎡,10,住宅,4036434,3室2厅1厨2卫,未网签
春月金沙府4幢18号1004,1004,94.56 ㎡,124.31 ㎡,10,住宅,4457772,3室2厅1厨2卫,未网签
春月金沙府4幢18号1101,1101,94.56 ㎡,124.31 ㎡,11,住宅,4351735,3室2厅1厨2卫,未网签
春月金沙府4幢18号1102,1102,83.79 ㎡,110.15 ㎡,11,住宅,4055225,3室2厅1厨2卫,未网签
春月金沙府4幢18号1103,1103,83.79 ㎡,110.15 ㎡,11,住宅,4055225,3室2厅1厨2卫,未网签
春月金沙府4幢18号1104,1104,94.56 ㎡,124.31 ㎡,11,住宅,4478979,3室2厅1厨2卫,未网签
春月金沙府4幢18号1201,1201,94.56 ㎡,124.31 ㎡,12,住宅,4372942,3室2厅1厨2卫,未网签
春月金沙府4幢18号1202,1202,83.79 ㎡,110.15 ㎡,12,住宅,4074017,3室2厅1厨2卫,未网签
春月金沙府4幢18号1203,1203,83.79 ㎡,110.15 ㎡,12,住宅,4074017,3室2厅1厨2卫,未网签
春月金沙府4幢18号1204,1204,94.56 ㎡,124.31 ㎡,12,住宅,4500186,3室2厅1厨2卫,未网签
春月金沙府4幢18号1301,1301,94.56 ㎡,124.31 ㎡,13,住宅,4394150,3室2厅1厨2卫,未网签
春月金沙府4幢18号1302,1302,83.79 ㎡,110.15 ㎡,13,住宅,4092808,3室2厅1厨2卫,未网签
春月金沙府4幢18号1303,1303,83.79 ㎡,110.15 ㎡,13,住宅,4092808,3室2厅1厨2卫,未网签
春月金沙府4幢18号1304,1304,94.56 ㎡,124.31 ㎡,13,住宅,4521393,3室2厅1厨2卫,未网签
春月金沙府4幢18号1401,1401,94.56 ㎡,124.31 ㎡,14,住宅,4394150,3室2厅1厨2卫,未网签
春月金沙府4幢18号1402,1402,83.79 ㎡,110.15 ㎡,14,住宅,4092808,3室2厅1厨2卫,未网签
春月金沙府4幢18号1403,1403,83.79 ㎡,110.15 ㎡,14,住宅,4092808,3室2厅1厨2卫,未网签
春月金沙府4幢18号1404,1404,94.56 ㎡,124.31 ㎡,14,住宅,4521393,3室2厅1厨2卫,未网签
春月金沙府4幢18号1501,1501,94.56 ㎡,124.31 ㎡,15,住宅,4402633,3室2厅1厨2卫,未网签
春月金沙府4幢18号1502,1502,83.79 ㎡,110.15 ㎡,15,住宅,4100325,3室2厅1厨2卫,未网签
春月金沙府4幢18号1503,1503,83.79 ㎡,110.15 ㎡,15,住宅,4100325,3室2厅1厨2卫,未网签
春月金沙府4幢18号1504,1504,94.56 ㎡,124.31 ㎡,15,住宅,4529876,3室2厅1厨2卫,未网签
春月金沙府4幢18号1601,1601,94.56 ㎡,124.31 ㎡,16,住宅,4411115,3室2厅1厨2卫,未网签
春月金沙府4幢18号1602,1602,83.79 ㎡,110.15 ㎡,16,住宅,4107842,3室2厅1厨2卫,未网签
春月金沙府4幢18号1603,1603,83.79 ㎡,110.15 ㎡,16,住宅,4107842,3室2厅1厨2卫,未网签
春月金沙府4幢18号1604,1604,94.56 ㎡,124.31 ㎡,16,住宅,4538359,3室2厅1厨2卫,未网签
春月金沙府4幢18号1701,1701,94.56 ㎡,124.31 ㎡,17,住宅,4419598,3室2厅1厨2卫,未网签
春月金沙府4幢18号1702,1702,83.79 ㎡,110.15 ㎡,17,住宅,4115358,3室2厅1厨2卫,未网签
春月金沙府4幢18号1703,1703,83.79 ㎡,110.15 ㎡,17,住宅,4115358,3室2厅1厨2卫,未网签
春月金沙府4幢18号1704,1704,94.56 ㎡,124.31 ㎡,17,住宅,4546842,3室2厅1厨2卫,未网签
春月金沙府4幢18号1801,1801,94.56 ㎡,124.31 ㎡,18,住宅,4245699,3室2厅1厨2卫,未网签
春月金沙府4幢18号1802,1802,83.79 ㎡,110.15 ㎡,18,住宅,3961267,3室2厅1厨2卫,未网签
春月金沙府4幢18号1803,1803,83.79 ㎡,110.15 ㎡,18,住宅,3961267,3室2厅1厨2卫,未网签
春月金沙府4幢18号1804,1804,94.56 ㎡,124.31 ㎡,18,住宅,4372942,3室2厅1厨2卫,未网签
春月金沙府4幢18号301,301,94.56 ㎡,124.31 ㎡,3,住宅,4078161,3室2厅1厨2卫,未网签
春月金沙府4幢18号302,302,83.79 ㎡,110.15 ㎡,3,住宅,3812814,3室2厅1厨2卫,未网签
春月金沙府4幢18号303,303,83.79 ㎡,110.15 ㎡,3,住宅,3812814,3室2厅1厨2卫,未网签
春月金沙府4幢18号304,304,94.56 ㎡,124.31 ㎡,3,住宅,4205405,3室2厅1厨2卫,未网签
春月金沙府4幢18号401,401,94.56 ㎡,124.31 ㎡,4,住宅,4203284,3室2厅1厨2卫,未网签
春月金沙府4幢18号402,402,83.79 ㎡,110.15 ㎡,4,住宅,3923684,3室2厅1厨2卫,未网签
春月金沙府4幢18号403,403,83.79 ㎡,110.15 ㎡,4,住宅,3923684,3室2厅1厨2卫,未网签
春月金沙府4幢18号404,404,94.56 ㎡,124.31 ㎡,4,住宅,4330528,3室2厅1厨2卫,未网签
春月金沙府4幢18号501,501,94.56 ㎡,124.31 ㎡,5,住宅,4224491,3室2厅1厨2卫,未网签
春月金沙府4幢18号502,502,83.79 ㎡,110.15 ㎡,5,住宅,3942476,3室2厅1厨2卫,未网签
春月金沙府4幢18号503,503,83.79 ㎡,110.15 ㎡,5,住宅,3942476,3室2厅1厨2卫,未网签
春月金沙府4幢18号504,504,94.56 ㎡,124.31 ㎡,5,住宅,4351735,3室2厅1厨2卫,未网签
春月金沙府4幢18号601,601,94.56 ㎡,124.31 ㎡,6,住宅,4245699,3室2厅1厨2卫,未网签
春月金沙府4幢18号602,602,83.79 ㎡,110.15 ㎡,6,住宅,3961267,3室2厅1厨2卫,未网签
春月金沙府4幢18号603,603,83.79 ㎡,110.15 ㎡,6,住宅,3961267,3室2厅1厨2卫,未网签
春月金沙府4幢18号604,604,94.56 ㎡,124.31 ㎡,6,住宅,4372942,3室2厅1厨2卫,未网签
春月金沙府4幢18号701,701,94.56 ㎡,124.31 ㎡,7,住宅,4266906,3室2厅1厨2卫,未网签
春月金沙府4幢18号702,702,83.79 ㎡,110.15 ㎡,7,住宅,3980059,3室2厅1厨2卫,未网签
春月金沙府4幢18号703,703,83.79 ㎡,110.15 ㎡,7,住宅,3980059,3室2厅1厨2卫,未网签
春月金沙府4幢18号704,704,94.56 ㎡,124.31 ㎡,7,住宅,4394150,3室2厅1厨2卫,未网签
春月金沙府4幢18号801,801,94.56 ㎡,124.31 ㎡,8,住宅,4288113,3室2厅1厨2卫,未网签
春月金沙府4幢18号802,802,83.79 ㎡,110.15 ㎡,8,住宅,3998850,3室2厅1厨2卫,未网签
春月金沙府4幢18号803,803,83.79 ㎡,110.15 ㎡,8,住宅,3998850,3室2厅1厨2卫,未网签
春月金沙府4幢18号804,804,94.56 ㎡,124.31 ㎡,8,住宅,4415357,3室2厅1厨2卫,未网签
春月金沙府4幢18号901,901,94.56 ㎡,124.31 ㎡,9,住宅,4309321,3室2厅1厨2卫,未网签
春月金沙府4幢18号902,902,83.79 ㎡,110.15 ㎡,9,住宅,4017642,3室2厅1厨2卫,未网签
春月金沙府4幢18号903,903,83.79 ㎡,110.15 ㎡,9,住宅,4017642,3室2厅1厨2卫,未网签
春月金沙府4幢18号904,904,94.56 ㎡,124.31 ㎡,9,住宅,4436564,3室2厅1厨2卫,未网签
春月金沙府9幢36号1001,1001,89.65 ㎡,116.57 ㎡,10,住宅,4613747,3室2厅1厨2卫,未网签
春月金沙府9幢37号1004,1004,89.65 ㎡,116.67 ㎡,10,住宅,4585859,3室2厅1厨2卫,未网签
春月金沙府9幢36号1101,1101,89.65 ㎡,116.57 ㎡,11,住宅,4633634,3室2厅1厨2卫,未网签
春月金沙府9幢37号1104,1104,89.65 ㎡,116.67 ㎡,11,住宅,4605763,3室2厅1厨2卫,未网签
春月金沙府9幢36号1201,1201,89.65 ㎡,116.57 ㎡,12,住宅,4653521,3室2厅1厨2卫,未网签
春月金沙府9幢37号1204,1204,89.65 ㎡,116.67 ㎡,12,住宅,4625667,3室2厅1厨2卫,未网签
春月金沙府9幢36号1301,1301,89.65 ㎡,116.57 ㎡,13,住宅,4673408,3室2厅1厨2卫,未网签
春月金沙府9幢37号1304,1304,89.65 ㎡,116.67 ㎡,13,住宅,4645571,3室2厅1厨2卫,未网签
春月金沙府9幢36号1401,1401,89.65 ㎡,116.57 ㎡,14,住宅,4673408,3室2厅1厨2卫,未网签
春月金沙府9幢37号1404,1404,89.65 ㎡,116.67 ㎡,14,住宅,4645571,3室2厅1厨2卫,未网签
春月金沙府9幢36号1501,1501,89.65 ㎡,116.57 ㎡,15,住宅,4534200,3室2厅1厨2卫,未网签
春月金沙府9幢37号1504,1504,89.65 ㎡,116.67 ㎡,15,住宅,4506243,3室2厅1厨2卫,未网签
春月金沙府9幢36号201,201,89.65 ㎡,116.57 ㎡,2,住宅,4143622,3室2厅1厨2卫,未网签
春月金沙府9幢37号204,204,89.65 ㎡,116.67 ㎡,2,住宅,4115331,3室2厅1厨2卫,未网签
春月金沙府9幢36号301,301,89.65 ㎡,116.57 ㎡,3,住宅,4377094,3室2厅1厨2卫,未网签
春月金沙府9幢37号304,304,89.65 ㎡,116.67 ㎡,3,住宅,4349003,3室2厅1厨2卫,未网签
春月金沙府9幢36号401,401,89.65 ㎡,116.57 ㎡,4,住宅,4494426,3室2厅1厨2卫,未网签
春月金沙府9幢37号404,404,89.65 ㎡,116.67 ㎡,4,住宅,4466436,3室2厅1厨2卫,未网签
春月金沙府9幢36号501,501,89.65 ㎡,116.57 ㎡,5,住宅,4514313,3室2厅1厨2卫,未网签
春月金沙府9幢37号504,504,89.65 ㎡,116.67 ㎡,5,住宅,4486340,3室2厅1厨2卫,未网签
春月金沙府9幢36号601,601,89.65 ㎡,116.57 ㎡,6,住宅,4534200,3室2厅1厨2卫,未网签
春月金沙府9幢37号604,604,89.65 ㎡,116.67 ㎡,6,住宅,4506243,3室2厅1厨2卫,未网签
春月金沙府9幢36号701,701,89.65 ㎡,116.57 ㎡,7,住宅,4554087,3室2厅1厨2卫,未网签
春月金沙府9幢37号704,704,89.65 ㎡,116.67 ㎡,7,住宅,4526147,3室2厅1厨2卫,未网签
春月金沙府9幢36号801,801,89.65 ㎡,116.57 ㎡,8,住宅,4573974,3室2厅1厨2卫,未网签
春月金沙府9幢37号804,804,89.65 ㎡,116.67 ㎡,8,住宅,4546051,3室2厅1厨2卫,未网签
春月金沙府9幢36号901,901,89.65 ㎡,116.57 ㎡,9,住宅,4593861,3室2厅1厨2卫,未网签
春月金沙府9幢37号904,904,89.65 ㎡,116.67 ㎡,9,住宅,4565955,3室2厅1厨2卫,未网签
